category,text
tidak,cops swarm #7thheaven star stephen collins' home after suicide report URL URL
tidak,“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary
tidak,someone spray painted a penis on a €1.9m bugatti veyron URL URL
tidak,the fight against isis starts at our border. ‘at least’ 10 isis have been caught crossing the mexico border. build a wall!
tidak,a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL
tidak,penis graffiti drawn on £1.5m bugatti veyron. URL URL
tidak,a penis spray-painted on a $2.5 million bugatti was just for a prank video. URL URL
tidak,"report: amazon plans to open its first physical store, in new york URL"
ya,officials took away this halloween decoration after reports of it being a real suicide victim. it is still unknown. URL
tidak,"amazon's physical store in nyc would offer same-day delivery, pickups and dropoffs. URL URL"
tidak,#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL
tidak,"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL"
tidak,"move! get out! dumbass! kristen stewart trashes our #military, defends 9/11 terrorists URL #tcot URL"
tidak,cops swarm #7thheaven star stephen collins' home after suicide report URL URL
tidak,so ebola was found in hair extensions? all my bitches wear weave 😳
tidak,kristen stewart: reality: URL demented right-wing fantasy: URL
tidak,someone spray painted a penis on a $2.4 mill bugatti URL
tidak,breaking: ks patient at risk for ebola: in strict isolation at ku med center in kansas city URL #kwch12
tidak,stop believing what you see on facebook. rt @lilduval: so ebola was found in hair extensions? all my bitches wear weave 😳
tidak,breaking: patient being tested for ebola in kansas URL URL
tidak,north korea media says kim jong un has made appearance after 40+ days missing: URL URL
ya,texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL
tidak,ebola is not real and the only people who have gotten sick are those who got shots fr the red cross URL
ya,"man walks in south american rainforest at night, sees spider the size of a small puppy URL"
tidak,ebola vaccines? URL #news #today
tidak,the nigerian government says it has secured the release of 200 schoolgirls after agreeing ceasefire with boko haram. URL
tidak,"boko haram ceasefire includes release of 200+ #bringbackourgirls hostages, nigerian government says URL"
ya,the stuff of nightmares: this guy ran into a puppy sized spider. in a rainforest. at night. URL URL
tidak,"currently boycotting walmart & sam's on w. florissant they donated 10,000 to darren wilson!!!!!! cars are turning around! #fergusonoctober"
tidak,"walmart donates $10,000 to support darren wilson and the on going racist police murders #ferguson #boycottwalmart URL"
tidak,"walmart donates $10,000 to support darren wilson, but won't give tracy morgan a penny for the accident their company caused. #boycottwalmart"
tidak,"#walmart donates $10,000 to #darrenwilson fund to continue police racial profiling, brutality, murder of black ppl URL"
tidak,"what? rt @70torinoman: walmart donates $10,000 to support darren wilson #ferguson #boycottwalmart URL"
ya,"hello everyone. ""puppy-sized spider surprises scientist in rainforest"" URL URL"
ya,"wtf. rt @pourmecoffee: hello everyone. ""puppy-sized spider surprises scientist in rainforest"" URL URL"
ya,"researcher @naskrecki on his encounter with a goliath birdeater, the world's largest spider URL URL"
ya,goliath encounter: puppy-sized spider surprises scientist in rainforest - URL URL
ya,"scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider URL URL"
ya,cool dog! mt @cbsnews: goliath encounter: puppy-sized spider surprises scientist in rainforest URL URL
ya,now he's a one-handed scientist rt @cbsnews: puppy-sized spider surprises scientist in rainforest URL
tidak,graffiti artist banksy arrested in london; identity revealed - national report | national report URL
tidak,graffiti artist banksy arrested in london; identity revealed - national report | national report URL via @wpusta
tidak,"no, banksy has not been arrested - this story is a hoax URL URL"
tidak,banksy has not been arrested: internet falls for hoax report: URL URL
tidak,"no, banksy hasn’t actually been arrested URL URL"
tidak,"calm down everyone, banksy hasn't been arrested #banksy URL URL"
ya,puppy-sized spider surprises scientist in rainforest @livescience | URL URL
tidak,"breaking news: banksy not arrested, cover not blown."
tidak,win: macy's stops stocking sodastream URL #bds #palestine @aicnews URL
tidak,"no, #banksy has not been arrested URL URL"
tidak,"that old ""banksy arrested"" hoax is back. don't buy into it. URL"
tidak,up to 34 million green cards and work permits... URL
ya,goliath encounter: puppy-sized spider surprises scientist in rainforest @beargrylls @midnight URL URL
tidak,"he's not arrested, but he has been busy... new banksy mural appears in bristol URL (pic: banksy) URL"
ya,adam we should do a test with this spider! ...adam? URL URL
ya,spiders ↑ scientist finds puppy-sized spider in rainforest. sit. stay. forever. URL URL
ya,google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋
tidak,"banksy proves he hasn't been arrested, puts up new piece in bristol. take a look here: URL URL"
tidak,i feel some type of way. URL
ya,scientist releases this horrifying picture of a puppy-sized spider he found in the rainforest URL URL
ya,giant puppy-sized spider found in south america said to be world's largest URL URL
tidak,"after the fake news of banksy being arrested and unmasked, the real banksy has shockingly revealed himself! URL"
ya,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL
ya,we only have one thing to say about that giant goliath birdeater spider: URL URL
ya,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL
tidak,"after speculation that he’s been arrested, banksy debuts new mural in bristol URL URL"
ya,at the war memorial in. ottawa. a soldier has been shot. they are giving him treatment now. #breaking URL
ya,uniformed canadian soldier shot at war memorial in #ottawa.
ya,scene at ottawa war memorial. soldier on duty shot. URL
ya,"parliament hill in lockdown after soldier shot at #ottawa's war memorial, just south of east block."
ya,the scene at the war memorial in ottawa URL URL
ya,"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown."
ya,soldier shot at national war memorial in ottawa URL URL
ya,"breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large URL #ottnews"
ya,soldier shot at national war memorial in ottawa URL URL
ya,1 shot at war memorial in canada's capital. URL
ya,developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL
ya,"developing story: shots fired on parliament hill, soldier shot at war memorial URL #ottawa URL"
ya,breaking news: cbs reports multiple suspects at large after more than 30 shots fired at canadian parliament - URL
ya,"shots were fired at canada's national war memorial in ottawa and a ceremonial guard was shot, police say. URL"
ya,update: reports of gunfire inside the halls of the canadian parliament building in #ottawa: URL
ya,a canadian soldier has been shot at the country's national war memorial near parliament. URL URL
ya,"breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial URL URL"
ya,update: attacker shot dead in parliament after soldier shot at war memorial URL #ottawashooting URL
ya,latest update: attacker shot dead in parliament after soldier shot at national war memorial URL URL
ya,updated | attacker shot dead in parliament after soldier shot at national war memorial: URL #cbcott #ottnews
ya,breaking news: ottawa police confirm at least 3 separate shooting sites and multiple suspects - URL
ya,update: one shooter possibly on the loose in #ottawa amid reports of shootings in the city: URL
ya,canada parliament shooting: - still active shooter - 3 separate shooting sites - multiple gunmen - 1 gunmen dead URL
ya,dramatic photos from @wcuddington on the scene in ottawa URL URL
ya,listen to our live special coverage of parliament hill shooting here URL URL
ya,"cxn: 1 gunman shot dead in parliament hill attack, soldier shot in ottawa URL no report soldier dead. #ottawashooting"
ya,our thoughts and prayers are with the canadian soldier shot while guarding the national war memorial in ottawa. #ableg #cdnpoli
ya,"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters. URL"
ya,"police, bystanders and soldiers rushed in to help after the memorial shooting in ottawa URL URL"
ya,update: ottawa police confirm gunman in canada shooting shot and killed. search on for possible additional gunmen. URL
ya,"canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont."
ya,"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL"
ya,"update: 'most of downtown #ottawa is in lockdown,' police say: URL"
ya,"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - URL"
ya,canada parliament shooting: - active shooter - 3 separate shooting sites - 3 injd - multiple gunmen - 1 soldier dead URL
ya,conservative caucas informed soldier shot at war memorial in ottawa this morning has died. a sad development on a shocking day.
ya,"man who saw gunman shoot canadian soldier at war memorial says shooter ""raised his arms in triumph"": URL"
ya,"the canadian soldier shot at the war memorial in ottawa has died, according to two members of parliament. live blog: URL"
ya,"the canadian soldier shot at the war memorial has died, officials reported. URL #ottawashooting URL"
ya,"breaking news: ottawa police confirm to abc news they are looking for 3 suspects, one has been 'dealt with' - URL"
ya,shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews
ya,surreal photos out of ottawa: this is a vip being escorted on sparks street URL URL
ya,#rcmp news conference on #ottawa shootings expected to begin momentarily. watch live @ URL
ya,the rcmp and ottawa police news conference is beginning now. watch live: URL #cbcott #ottnews
ya,"more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: URL"
ya,"update: parliament hill attack: soldier dies of injuries, gunman shot dead URL #ottawashooting URL"
ya,"police in #ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial,"
ya,canadian government offices are locked down in ottawa after an armed attack: URL URL
ya,kevin vickers hailed as hero who took down attacker at parliament hill: URL #cbcott #ottnews URL
ya,#kevinvickers hailed as hero who took down attacker at parliament hill URL #ottawashooting URL
ya,"corporal nathan cirillo, shot dead at #ottawa war memorial today, was 24. reservist was member of argyll and sutherland highlanders #cdnpoli"
ya,"cpl. nathan cirillo, 24, identified as the soldier who was shot, killed at the war memorial today. #cbcott #ottnews URL"
ya,twenty-four-year-old cpl. nathan cirillo was shot dead today at the war memorial in #ottawa. #cdnpoli #ottawashooting URL
ya,soldier killed at war memorial identified as cpl. nathan cirillo - URL URL
ya,"ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial URL URL"
ya,"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL"
ya,"more: ottawa shootings suspect identified as michael zehaf-bibeau, 32; unclear if there are other shooters: URL"
ya,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL"
ya,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL"
ya,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL"
ya,prime minister harper on ottawa attack: 'we will not be intimidated. canada will never be intimidated' - live video URL
ya,"it was a long, dark day in ottawa. a timeline of the attack: URL #ottawashooting URL"
ya,canadian cpl. nathan cirillo killed by gunman while guarding canada's national war memorial: URL URL
ya,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL
ya,this cartoon is the perfect tribute to nathan cirillo #ottawashooting URL URL
ya,pictured: kevin vickers moments after shooting dead canadian parliament attacker URL URL
ya,hero: kevin vickers moments after shooting dead canadian parliament attacker - URL / URL
ya,a touching tribute to a fallen soldier URL URL
ya,dogs of canadian reservist killed at national war memorial wait for him to return home URL URL
ya,photo: dogs of canadian reservist killed at national war memorial wait for him to return home URL URL
tidak,cdc whistleblower exposes ebola vaccinations containing rfid chips | national report URL via @wpusta
tidak,judd nelson didn't die last night. he sent us this photo to debunk the rumor. URL URL
ya,"pope francis again appears to suggest progress, but just makes false claims, as his religious belief requires of him URL"
ya,a puppy-sized spider was found in south america and is now known as the 'south american goliath birdeater.' URL
ya,update: police confirm former baseball star jose canseco shot himself in his left hand in an accidental shooting - cnn
ya,"former baseball slugger jose canseco accidentally shot himself in the left hand, police say. URL"
ya,jose canseco accidentally shot himself in the hand at his las vegas home URL URL
ya,matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL
ya,seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale. URL URL
ya,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL"
tidak,"wow. obama disses stay at home moms. ""that’s not a choice we want americans to make."" URL"
ya,officials took away this halloween decoration after reports of it being a real suicide victim. 2003 URL
ya,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL"
tidak,'who is we?' obama says being a stay-at-home mom 'not a choice we want americans to make' URL
ya,"""afghanistan has been through a lot. you know what it needs now? deer with fangs."" -- god URL URL"
tidak,"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now! URL URL"
ya,"after an absence of 65 years, the afghan fanged deer has returned URL URL"
ya,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL"
ya,#animaloftheday: the first afghan fanged deer was seen in more than 60 years! URL URL
ya,fanged deer spotted in afghanistan for the first time in 65 years URL URL
ya,fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL
tidak,obama declares stay-at-home moms aren't worth a hill of beans; says it's a choice 'we don't want americans to... URL
tidak,seriously?! i must be doing good in life. more fake #fluffydied shit popping up. URL
ya,vampire bambi? rare fanged deer confirmed in afghanistan after 60 years URL URL
ya,wth?! michelle obama tells black ppl they can go eat fried chicken after they vote. just when u thought she could not be more ghetto.
tidak,dear president obama...it looks like stay-at-home moms vote too.
tidak,"breaking: huge explosion of an #oil pipeline belonging to @saudi_aramco near sudair, #saudiarabia. URL"
ya,"the end is nigh: pepsi is testing doritos-flavored mountain dew. yes, for real: URL"
ya,"good sweet lord, pepsi is actually testing a doritos-flavored mountain dew URL URL"
tidak,"news that 'home alone' star macauley culkin is dead has been confirmed as a hoax, he is alive &well. #macauleyculkin URL"
ya,doritos-flavored mountain dew is a real thing URL URL
ya,"confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos"" URL URL"
ya,"i don't want to live on this planet anymore. rt @juddlegum pepsi is making a doritos-flavored mountain dew: ""dewitos"" URL"
ya,holy shit. doritos flavored mountain dew. all is lost. abandon all hope.
tidak,"hey, it looks like... oh. rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL"
tidak,alpha male rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL
tidak,apec photo of the day. rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL
ya,pepsi is currently taste-testing doritos flavored mountrain dew. would you try it? URL URL
ya,making my own doritos flavored mountain dew! URL
ya,"in new york city, marijuana may mean ticket, not arrest URL"
ya,francis teaches you how to make your own doritos flavored mountain dew! watch: URL then share! :) URL
ya,just your monday reminder that doritos-flavored mountain dew exists. URL URL
tidak,"no, vladimir putin has not been driving round in a motorcade shaped like a penis URL URL"
tidak,rt @cl_lfc: “@usvsth3m: vladimir putin’s motorcade looks suspiciously like a massive… URL URL ”
tidak,the manager at a chick-fil-a made a list of words his employees are no longer allowed to say. URL URL
tidak,*dead* at this list of banned slang by chick-fil-a manager: URL
tidak,vladimir putin’s motorcade as seen from the air. URL URL
ya,sugarhill gang's big bank hank dies -- dead at 57 from cancer URL
tidak,no baes allowed: a chick-fil-a manager bans 22 hip words URL URL
ya,rest in peace: big bank hank of sugarhill gang dead at 57 URL URL
tidak,a chick-fil-a manager allegedly banned this hilarious list of slang words URL URL
tidak,"a chick-fil-a manager allegedly banned the words “bae,” “fleek,” and “ratchet” at work URL"
ya,the sugarhill gang's big bank hank has died at 57: URL URL
tidak,"employees at a chick-fil-a said to be banned from using slang such as ""bae"", ""bruh"", ""ratchet"" URL URL"
tidak,vladimir putin’s motorcade as seen from the air. URL URL
tidak,#dointoomuch rt @dahndahlas: @jemelehill a chick-fil-a manager banned slang at his location. URL URL
tidak,"chick-fil-a manager reportedly bans list of unprofessional words, internet erupts: URL URL"
ya,sugarhill gang's big bank hank dies at 57 URL URL
ya,sugarhill gang's big bank hank dies at 57 from cancer URL URL
ya,big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57 URL URL
ya,sugarhill gang rapper big bank hank has died at the age of 57. read about his legacy and contribution to hip hop: URL
tidak,manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL
tidak,"no, vladimir putin did not travel in a phallic motorcade formation URL URL"
tidak,irritated chick-fil-a manager makes a list of teen slang his employees are forbidden to use URL URL
ya,so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57. URL URL
tidak,employee says manager bans slang at chick-fil-a. URL URL
tidak,"bruh, just chill. did you see the slang words this chick-fil-a manager banned? URL URL"
ya,officials took away this halloween decoration after reports of it being a real suicide victim. 2003 URL
tidak,"disney are making their first movie to feature two gay princes who fall in love, amazing."
ya,disease spread by bugs that bite your face as you sleep is found in the us URL URL
tidak,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
tidak,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
tidak,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
tidak,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
tidak,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
tidak,a world without chocolate?! two of the world's biggest chocolate makers could face a shortage: URL URL
tidak,missouri governor declares state of emergency ahead of grand jury URL
tidak,17yr old @kyliejenner says she pregnant by 24yr old rapper @tyga (full video) ➡️ URL URL
tidak,wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course URL URL
tidak,"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL"
tidak,"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL"
tidak,raven symone blasts bill cosby rape story URL URL
tidak,raven symone blasts bill cosby rape story URL URL
ya,"breaking: fsu shooter identified as myron may, a lawyer who graduated from fsu before attending texas tech's law school. #fsushooting"
ya,"more: a law enforcement official says the shooter was myron may, who graduated from florida state: URL"
tidak,"if you need to get your data down under, our melbourne data center will make an aussie out of you yet. ≡ URL"
ya,fact: florida state university shooter's last facebook status was bible verse (matthew 5:3)..imagine if it was quran: URL
ya,"a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL"
ya,this letter to parents from a 1970s lego set is years ahead of its time URL URL
ya,a letter written to parents inside all 1970s lego sets😳💯 this is perfect. URL
ya,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
ya,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
ya,legendary egalitarian 1970s letter from lego to parents URL
ya,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
ya,"another letter to parents, included in 1970s lego sets URL URL"
ya,that powerful lego letter to parents from the 1970s? it's real URL URL
ya,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
ya,that powerful lego letter to parents about gender and creativity? it's real. URL URL
ya,this lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
ya,that powerful letter from lego to parents from the 1970s? it's real URL URL
ya,that powerful letter from lego to parents from the 1970s? it's real URL URL
ya,"another letter to parents, included in 1970s lego sets URL URL"
ya,"that powerful, 40-year-old letter from lego to parents? it's real URL URL"
tidak,"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally"
tidak,"y'all, i just read that abc paid darren wilson $500k for the interview. destroying black life remains a lucrative american career. #ferguson"
tidak,"darren wilson was paid $500,000 for his abc interview. and so the hands of racism and capitalism continue to wash one another."
ya,"this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye. URL"
tidak,"and @abc, please tweet saying that you did not pay or compensate darren wilson for the interview in any way. we're waiting. #ferguson"
tidak,canadian mayor tells muslim to pound pork. refuses to remove pork from school canteen. URL URL
ya,a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL
ya,"this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye. #humanrights #nyc #rt URL"
ya,"who got violent? pregnant woman shot by #ferguson cop while sitting in car tuesday, loses eye: URL URL"
ya,pregnant #ferguson woman blind after being shot in face by police bean bag URL (video) URL
ya,a pregnant woman has lost her eye after being shot with bean bag by police in ferguson: URL URL
tidak,"mike brown murder trial witness, #deandrejoshua fatally shot & set on fire after verdict #deandrejoshua URL"
tidak,"hey @abc, why won't you tweet a statement saying that you did not pay or compensate darren wilson for the interview? why silent? #ferguson"
tidak,if darren wilson was paid by @abc it would be a painful reminder that destroying black life remains profitable in america. #ferguson
tidak,karma🙀#ferguson protestor accidentally burns🔥down own house🏡 URL @sheepawoken @youngblkrepub #tcot URL
tidak,darren wilson told the post-dispatch that he was not paid for the abc news interview. #ferguson via @christinedbyers URL
tidak,lots of tweets that darren wilson paid by abc for interview. abc told @brianstelter not true & i've seen no credible reporting to contrary
tidak,i aint know obama daughter was pregnant 😩
tidak,"abc reportedly gave darren wilson 6-figures for an interview. if true, they essentially paid the bounty for killing a black child. #ferguson"
tidak,ugh. abc reportedly paid #darrenwilson a 'mid to high' six figure fee for his interview: URL ht @senorchompers #ferguson
tidak,breaking: gill rosenberg (31) from tel aviv former idf soldier was captured by isis after going to iraq to join kurds & fight isis - ch 2
tidak,"obama daughter is not pregnant. now when obama get the internet shut down on some olivia type time, we all gonna be sick"
tidak,@jjauthor @fingersflying @peddoc63 @chucknellis @waynebogda what happens to witnesses! URL URL
tidak,deandre joshua--shot in the head & torched--was childhood friends w the sole up-close witness to mike brown's murder. URL
tidak,they found him shot dead and burned in his car after the #ferguson chaos. what happened to deandre joshua: URL
tidak,who killed deandre joshua - and why? still more questions than answers regarding 20-year-old murdered in ferguson URL
tidak,obama's daughter is pregnant lol michelle should've spent more time with her instead of taking away our french fries
tidak,facebook spies on you for the government: URL
tidak,ferguson protestor accidentally burns down his own home & blames busy fd for failing to respond to 911 call for help. URL
tidak,#selena's killer & former fan club president will not be released early from prison! URL URL
tidak,"icymi, #selena's killer & former fan club president will not be released early from prison! URL URL"
tidak,"very helpful to know that not only was douche harvard prof ben edelman a racist, but his students were, too==> URL"
tidak,it’s a dog’s afterlife: pope francis says there’s a place for pets in paradise URL
tidak,"""one day, we will see our animals again in the eternity of christ,"" pope francis said to a boy whose dog died URL"
tidak,"new dog-ma? pope says heaven is for hounds, too URL URL"
tidak,today's cover: meet the teen who's made $72 million trading stocks on his lunch breaks URL URL
tidak,#rtlny: because a stuyvesant senior made $72 million trading stocks on his lunch break URL URL
tidak,high school student reportedly makes 72 million on stock market. URL @wallstreet @stuyvesanthigh URL
tidak,"the story of a 17-year-old stock whiz with a rumored net worth of $72 million made a splash, but quickly unraveled. URL"
ya,a texas plumbing company's truck somehow ended up in syria's civil war URL URL
tidak,oprah: “bill cosby drugged & tried to rape me” 😳😫😱 URL
tidak,subaru gets snowbound police back on patrol. #dontletwinterwin URL
tidak,peek behind the curtain of our save the americans video. URL
tidak,"will you be able to float on jan. 4, 2015, aka zero g day? hint: no. URL URL"
tidak,pope francis is the real mvp URL
tidak,bobby shmurda stabbed to death in jail by cell mate URL URL
tidak,president of argentina adopts jewish godson to 'stop him turning into a werewolf' URL URL
tidak,argentina's president adopted a jewish boy to save him from life as a werewolf URL URL
tidak,the president of argentina adopted a jewish teenager to stop him from becoming a werewolf URL URL
ya,family says 'beverly hillbillies' actress donna douglas is dead at age 81 - @nbc12 URL
ya,"donna douglas, elly may clampett on ‘beverly hillbillies,’ dies at 81 URL"
ya,rip elly may clampett: so sad to learn #beverlyhillbillies star donna douglas has passed away. URL
ya,"donna douglas, who played elly may on ""beverly hillbillies,"" has died at 81: URL (bill haber, ap) URL"
ya,"max baer describes donna douglas as ""elly may until the day she died"": URL (cbs) URL"
ya,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL"
tidak,news saudi arabia's national airline planning to introduce gender segregation on flights URL URL
ya,"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL"
ya,"donna douglas, known for role as elly may clampett on 'the beverly hillbillies', dies: URL URL"
ya,"donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. URL URL"
ya,19-year-old girl wakes up during brain surgery to ask doctors: ‘how’s it going?’ URL
ya,"donna douglas, who played buxom tomboy elly may clampett on the 1960s sitcom 'the beverly hillbillies,' has died: URL"
ya,"19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’ URL via @foxnewshealth"
tidak,president's daughter malia obama spotted wearing a pro era t-shirt URL URL
tidak,president obama’s daughter wears a pro era t-shirt: URL URL
tidak,rt @xxl: president obama’s daughter wears a pro era t-shirt: URL URL
ya,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL
ya,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL
ya,dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL
ya,dog found abandoned at scottish train station with suitcase of belongings (photo: spca) URL URL
ya,dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL
tidak,malia obama wears t shirt of an anti white anti cop rap group. #nypd URL the family that agitates together stays together
ya,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL
tidak,banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL URL
tidak,great @banksy homage to charlie hebdo victims: rt @kowalshki: nice work from banksy #jesuischarlie URL
tidak,banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL
tidak,banksy's response to the #charliehebdo shooting URL URL
tidak,"banksy's take on charlie hebdo is simple, elegant & uncompromising #jesuischarlie URL"
tidak,banksy account joins cartoonists support for #charliehebdo #jesuischarlie URL URL
tidak,the image that everyone is sharing isn't by banksy — but it's awesome. #charliehebdo URL URL
tidak,this powerful cartoon about the charlie hebdo attack is not by banksy URL URL
tidak,banksy's illustrated response to the charlie hebdo attack isn't by banksy. but it is striking URL URL
tidak,‘banksy’ instagram tribute to #charliehebdo victims not posted by artist URL (pic: lucille clerc) URL
tidak,banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL
tidak,"it ain't banksy! meet @lucilleclerc, artist behind the iconic #charliehebdo pencil tribute URL URL"
tidak,"powerful image, yes. but it was drawn by @lucilleclerc, not by banksy. details: URL #charliehebdo URL"
tidak,"three more passport stamps, three more data centers. give a big welcome to tokyo, mexico city and frankfurt. ≡ URL"
tidak,malia obama wears t shirt of an anti white anti cop rap group. #nypd URL #barbaraboxer #respectformuslims #blackprivilege
tidak,"police chief helric fredou, one of the police officers investigating the case #charliehebdo, commits suicide. URL"
tidak,a traditional beer that authorities believe was poisoned with crocodile bile has killed 56 people in mozambique: URL
tidak,police chief investigating #charliehebdo reportedly killed himself while preparing report on terror attack... hmm... URL
tidak,just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved. URL
tidak,tragic: nearly 70 people died at a funeral after drinking contaminated beer: URL URL
ya,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL"
tidak,french police chief killed himself after #charliehebdo attack URL URL
ya,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL"
tidak,mozambique death toll rises to 72 from beer believed to have been poisoned with crocodile bile: URL
ya,a saudi cleric has declared that the building of snowmen as being anti-islamic. URL
tidak,69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL
tidak,arenal is one of 6 spectacular volcanoes located in #costarica. URL
tidak,"mr. president, stop mansplaining your ""need"" to have government care for *my* children URL #sotu"
tidak,$500 off your first month in our new mexico city data center? muy bien! URL
tidak,a good relationship: ☑ calls you to just say hi ☑ wants to see you ☑ brings you bk
tidak,islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL
tidak,islamic tribunal in texas operating under sharia law♨️@db10524 @lodisilverado @amymek #tcot URL URL
tidak,islamic tribunal using sharia law in texas has been confirmed URL @breitbartnews #a4a URL
tidak,how to say ‘i love you’: 1.) have my fries
tidak,breakfast all around. URL
tidak,drift into a peaceful slumber w/@thejeffbridges' new #sleepingtapes album. listen now at URL #om URL
tidak,for just $1 you can get a free jr. frosty with every 2015 purchase! get a frosty key tag now & help support @dtfa. URL
tidak,come on texas! what's up with this? confirmed islamic tribunal using sharia law in texas URL URL
tidak,islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL
tidak,islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL
ya,'madden 15' predicted the patriots would win 28-24. which is exactly what happened. URL
ya,madden nfl 15 simulation correctly predicted the super bowl's final score. URL URL
ya,"""madden nfl 15"" not only predicted a patriots victory over the seahawks, but also predicted the final score of 28-24: URL"
ya,"annual simulated 'madden' game made several accurate #sb49 predictions, including final score: URL URL"
