category,text
unverified,snipers set up on national art gallery as we remain barricaded in centre block on parliament hill #cdnpoli. URL
true,"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown."
true,soldier shot at national war memorial in ottawa URL URL
true,"breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large URL #ottnews"
unverified,"canada's parliament hill is on lockdown as police hunt shooting suspect; at least 1 injured - @cbcnews, @torontostar URL"
true,soldier shot at national war memorial in ottawa URL URL
true,1 shot at war memorial in canada's capital. URL
true,developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL
unverified,"breaking: at least 20 shots have been fired in the canadian parliament in ottawa, according to witnesses."
true,"developing story: shots fired on parliament hill, soldier shot at war memorial URL #ottawa URL"
true,breaking news: cbs reports multiple suspects at large after more than 30 shots fired at canadian parliament - URL
true,"shots were fired at canada's national war memorial in ottawa and a ceremonial guard was shot, police say. URL"
true,update: reports of gunfire inside the halls of the canadian parliament building in #ottawa: URL
unverified,we are in full lock down until further notice from ottawa police.
unverified,attack on parliament: soldier shot; gunman on the loose. follow our developing story: URL URL
true,a canadian soldier has been shot at the country's national war memorial near parliament. URL URL
true,"breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial URL URL"
true,update: attacker shot dead in parliament after soldier shot at war memorial URL #ottawashooting URL
true,latest update: attacker shot dead in parliament after soldier shot at national war memorial URL URL
true,updated | attacker shot dead in parliament after soldier shot at national war memorial: URL #cbcott #ottnews
true,breaking news: ottawa police confirm at least 3 separate shooting sites and multiple suspects - URL
true,update: one shooter possibly on the loose in #ottawa amid reports of shootings in the city: URL
true,canada parliament shooting: - still active shooter - 3 separate shooting sites - multiple gunmen - 1 gunmen dead URL
true,dramatic photos from @wcuddington on the scene in ottawa URL URL
true,listen to our live special coverage of parliament hill shooting here URL URL
true,"cxn: 1 gunman shot dead in parliament hill attack, soldier shot in ottawa URL no report soldier dead. #ottawashooting"
true,our thoughts and prayers are with the canadian soldier shot while guarding the national war memorial in ottawa. #ableg #cdnpoli
true,"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters. URL"
true,"police, bystanders and soldiers rushed in to help after the memorial shooting in ottawa URL URL"
true,update: ottawa police confirm gunman in canada shooting shot and killed. search on for possible additional gunmen. URL
true,"canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont."
true,"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL"
true,"update: 'most of downtown #ottawa is in lockdown,' police say: URL"
true,"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - URL"
true,canada parliament shooting: - active shooter - 3 separate shooting sites - 3 injd - multiple gunmen - 1 soldier dead URL
true,conservative caucas informed soldier shot at war memorial in ottawa this morning has died. a sad development on a shocking day.
unverified,canada's parliament building locked down after shooting; at least one guard injured: URL photo: ap URL
unverified,statement from ottawa hospital: received 3 patients. 2 in stable condition. URL
true,"man who saw gunman shoot canadian soldier at war memorial says shooter ""raised his arms in triumph"": URL"
true,"the canadian soldier shot at the war memorial in ottawa has died, according to two members of parliament. live blog: URL"
true,"the canadian soldier shot at the war memorial has died, officials reported. URL #ottawashooting URL"
true,"breaking news: ottawa police confirm to abc news they are looking for 3 suspects, one has been 'dealt with' - URL"
true,shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews
true,surreal photos out of ottawa: this is a vip being escorted on sparks street URL URL
unverified,canadian authorities have given name of suspect in ottawa attacks to u.s. feds; ask for fbi assistance: sr u.s. law enforcement official
true,#rcmp news conference on #ottawa shootings expected to begin momentarily. watch live @ URL
true,the rcmp and ottawa police news conference is beginning now. watch live: URL #cbcott #ottnews
true,"more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: URL"
true,"update: parliament hill attack: soldier dies of injuries, gunman shot dead URL #ottawashooting URL"
true,"police in #ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial,"
unverified,"fbi assisting in the case of the ottawa shooting, sources have confirmed to ctv news"
true,canadian government offices are locked down in ottawa after an armed attack: URL URL
true,kevin vickers hailed as hero who took down attacker at parliament hill: URL #cbcott #ottnews URL
unverified,"meet kevin vickers, the hero who shot down the parliament hill gunman #ottawashooting URL URL"
true,#kevinvickers hailed as hero who took down attacker at parliament hill URL #ottawashooting URL
true,"corporal nathan cirillo, shot dead at #ottawa war memorial today, was 24. reservist was member of argyll and sutherland highlanders #cdnpoli"
true,"cpl. nathan cirillo, 24, identified as the soldier who was shot, killed at the war memorial today. #cbcott #ottnews URL"
true,twenty-four-year-old cpl. nathan cirillo was shot dead today at the war memorial in #ottawa. #cdnpoli #ottawashooting URL
true,soldier killed at war memorial identified as cpl. nathan cirillo - URL URL
unverified,"breaking: michael zehaf-bebeau had been designated ""high-risk traveller"" by cdn govt, which confiscated his passport URL"
true,"ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial URL URL"
true,"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL"
true,"more: ottawa shootings suspect identified as michael zehaf-bibeau, 32; unclear if there are other shooters: URL"
true,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL"
true,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL"
true,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL"
true,prime minister harper on ottawa attack: 'we will not be intimidated. canada will never be intimidated' - live video URL
true,"it was a long, dark day in ottawa. a timeline of the attack: URL #ottawashooting URL"
true,canadian cpl. nathan cirillo killed by gunman while guarding canada's national war memorial: URL URL
true,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL
unverified,man cut off penis and threw it in bin after girlfriend dumped him over small manhood URL URL
true,this cartoon is the perfect tribute to nathan cirillo #ottawashooting URL URL
true,pictured: kevin vickers moments after shooting dead canadian parliament attacker URL URL
true,hero: kevin vickers moments after shooting dead canadian parliament attacker - URL / URL
true,a touching tribute to a fallen soldier URL URL
unverified,video: hero sergeant-at-arms kevin vickers returns to parliament - and an incredible welcome URL URL
true,dogs of canadian reservist killed at national war memorial wait for him to return home URL URL
true,photo: dogs of canadian reservist killed at national war memorial wait for him to return home URL URL
false,cdc whistleblower exposes ebola vaccinations containing rfid chips | national report URL via @wpusta
false,judd nelson didn't die last night. he sent us this photo to debunk the rumor. URL URL
unverified,"female peshmerga warrior rehana - credited with killing 100 isis scumbags - reportedly captured, beheaded #rip URL"
unverified,poster girl for kobane resistance reportedly beheaded. sickening. URL #rehana #kobane URL
true,"pope francis again appears to suggest progress, but just makes false claims, as his religious belief requires of him URL"
true,a puppy-sized spider was found in south america and is now known as the 'south american goliath birdeater.' URL
true,update: police confirm former baseball star jose canseco shot himself in his left hand in an accidental shooting - cnn
true,"former baseball slugger jose canseco accidentally shot himself in the left hand, police say. URL"
true,jose canseco accidentally shot himself in the hand at his las vegas home URL URL
true,matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL
true,seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale. URL URL
true,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL"
false,"wow. obama disses stay at home moms. ""that’s not a choice we want americans to make."" URL"
true,officials took away this halloween decoration after reports of it being a real suicide victim. 2003 URL
true,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL"
false,'who is we?' obama says being a stay-at-home mom 'not a choice we want americans to make' URL
true,"""afghanistan has been through a lot. you know what it needs now? deer with fangs."" -- god URL URL"
false,"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now! URL URL"
true,"after an absence of 65 years, the afghan fanged deer has returned URL URL"
true,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL"
true,#animaloftheday: the first afghan fanged deer was seen in more than 60 years! URL URL
true,fanged deer spotted in afghanistan for the first time in 65 years URL URL
true,fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL
false,obama declares stay-at-home moms aren't worth a hill of beans; says it's a choice 'we don't want americans to... URL
false,seriously?! i must be doing good in life. more fake #fluffydied shit popping up. URL
true,vampire bambi? rare fanged deer confirmed in afghanistan after 60 years URL URL
true,wth?! michelle obama tells black ppl they can go eat fried chicken after they vote. just when u thought she could not be more ghetto.
false,dear president obama...it looks like stay-at-home moms vote too.
false,"breaking: huge explosion of an #oil pipeline belonging to @saudi_aramco near sudair, #saudiarabia. URL"
true,"the end is nigh: pepsi is testing doritos-flavored mountain dew. yes, for real: URL"
true,"good sweet lord, pepsi is actually testing a doritos-flavored mountain dew URL URL"
false,"news that 'home alone' star macauley culkin is dead has been confirmed as a hoax, he is alive &well. #macauleyculkin URL"
true,doritos-flavored mountain dew is a real thing URL URL
unverified,reports indicate #isis leader abu bakr al-baghdadi has been injured in a us air strike. #syria #iraq
true,"confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos"" URL URL"
true,"i don't want to live on this planet anymore. rt @juddlegum pepsi is making a doritos-flavored mountain dew: ""dewitos"" URL"
unverified,breaking: isis leader al-baghdadi “critically wounded” after coalition airstrikes near mosul URL URL
true,holy shit. doritos flavored mountain dew. all is lost. abandon all hope.
unverified,feel good story: u.s. airstrikes 'hit isis leader'. terror group chief 'critically wounded' URL URL
unverified,"the head of isis, abu bakr al-baghdadi, is said to have been critically wounded in a us air strike: URL"
unverified,breaking news: isis terror group confirmed its leader abu bakr al-baghdadi has been injured in a us air strike yesterday - channel 2
unverified,isis confirms: leader al-baghdadi wounded in u.s. airstrike URL URL
unverified,ap: iraqi officials say u.s. airstrikes have wounded the leader of the islamic state militant group abu bakr al baghdadi
unverified,more: officials say they do not know the extent of al-baghdadi's apparent injuries: URL
unverified,2 iraqi officials and state tv say airstrike wounds islamic state group leader al-baghdadi - @ap URL
unverified,iraqi officials say isis leader wounded in airstrike URL
unverified,breaking news: iraqi state tv confirms isis group leader al-baghdadi wounded in airstrike - URL URL
unverified,"islamic state leader al-baghdadi wounded in airstrikes, iraqi officials say URL #isis URL"
false,"hey, it looks like... oh. rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL"
false,alpha male rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL
unverified,pentagon officials skeptical over iraqi claims of wounded islamic state leader URL #isis URL
false,apec photo of the day. rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL
true,pepsi is currently taste-testing doritos flavored mountrain dew. would you try it? URL URL
true,making my own doritos flavored mountain dew! URL
true,"in new york city, marijuana may mean ticket, not arrest URL"
true,francis teaches you how to make your own doritos flavored mountain dew! watch: URL then share! :) URL
unverified,"reports that is leader abu bakr al-baghdadi was wounded in a coalition air strike are ""unconfirmed"" - us defense sec john kirby #r4today"
true,just your monday reminder that doritos-flavored mountain dew exists. URL URL
false,"no, vladimir putin has not been driving round in a motorcade shaped like a penis URL URL"
false,rt @cl_lfc: “@usvsth3m: vladimir putin’s motorcade looks suspiciously like a massive… URL URL ”
false,the manager at a chick-fil-a made a list of words his employees are no longer allowed to say. URL URL
false,*dead* at this list of banned slang by chick-fil-a manager: URL
false,vladimir putin’s motorcade as seen from the air. URL URL
true,sugarhill gang's big bank hank dies -- dead at 57 from cancer URL
false,no baes allowed: a chick-fil-a manager bans 22 hip words URL URL
true,rest in peace: big bank hank of sugarhill gang dead at 57 URL URL
false,a chick-fil-a manager allegedly banned this hilarious list of slang words URL URL
false,"a chick-fil-a manager allegedly banned the words “bae,” “fleek,” and “ratchet” at work URL"
true,the sugarhill gang's big bank hank has died at 57: URL URL
false,"employees at a chick-fil-a said to be banned from using slang such as ""bae"", ""bruh"", ""ratchet"" URL URL"
false,vladimir putin’s motorcade as seen from the air. URL URL
false,#dointoomuch rt @dahndahlas: @jemelehill a chick-fil-a manager banned slang at his location. URL URL
false,"chick-fil-a manager reportedly bans list of unprofessional words, internet erupts: URL URL"
true,sugarhill gang's big bank hank dies at 57 URL URL
true,sugarhill gang's big bank hank dies at 57 from cancer URL URL
true,big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57 URL URL
true,sugarhill gang rapper big bank hank has died at the age of 57. read about his legacy and contribution to hip hop: URL
false,manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL
false,"no, vladimir putin did not travel in a phallic motorcade formation URL URL"
false,irritated chick-fil-a manager makes a list of teen slang his employees are forbidden to use URL URL
true,so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57. URL URL
false,employee says manager bans slang at chick-fil-a. URL URL
false,"bruh, just chill. did you see the slang words this chick-fil-a manager banned? URL URL"
true,officials took away this halloween decoration after reports of it being a real suicide victim. 2003 URL
false,"disney are making their first movie to feature two gay princes who fall in love, amazing."
unverified,islamic state releases audio it says is of leader abu bakr al-baghdadi days after reports he was killed or injured URL
unverified,breaking news: isis executioner jihadi john reportedly wounded in air strike. big scoop in tomorrow's mos > URL
unverified,isis executioner 'jihadi john' reported wounded in air strike URL URL
unverified,uk jihadi john is 'wounded in us airstrike on secret bunker meeting of isis high command' URL URL
true,disease spread by bugs that bite your face as you sleep is found in the us URL URL
false,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
false,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
false,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
false,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
false,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
false,a world without chocolate?! two of the world's biggest chocolate makers could face a shortage: URL URL
false,missouri governor declares state of emergency ahead of grand jury URL
false,17yr old @kyliejenner says she pregnant by 24yr old rapper @tyga (full video) ➡️ URL URL
false,wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course URL URL
false,"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL"
false,"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL"
unverified,this russian kid got zapped by a faulty electrical wire and now he's a real-life magneto URL URL
false,raven symone blasts bill cosby rape story URL URL
unverified,russian boy shocked by electricity now claims he has superpowers like magneto URL URL
unverified,"""fuck you"" in advance to writers, sites, late night show hosts, etc. who will makes jokes about michael phelps' girlfriend being intersex."
false,raven symone blasts bill cosby rape story URL URL
true,"breaking: fsu shooter identified as myron may, a lawyer who graduated from fsu before attending texas tech's law school. #fsushooting"
true,"more: a law enforcement official says the shooter was myron may, who graduated from florida state: URL"
unverified,magneto boy v science adult: we pit a 'magnetic' russian child against a grown-up scientist. URL URL
false,"if you need to get your data down under, our melbourne data center will make an aussie out of you yet. ≡ URL"
true,fact: florida state university shooter's last facebook status was bible verse (matthew 5:3)..imagine if it was quran: URL
true,"a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL"
true,this letter to parents from a 1970s lego set is years ahead of its time URL URL
true,a letter written to parents inside all 1970s lego sets😳💯 this is perfect. URL
true,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
true,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
true,legendary egalitarian 1970s letter from lego to parents URL
true,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
true,"another letter to parents, included in 1970s lego sets URL URL"
true,that powerful lego letter to parents from the 1970s? it's real URL URL
true,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
true,that powerful lego letter to parents about gender and creativity? it's real. URL URL
true,this lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
true,that powerful letter from lego to parents from the 1970s? it's real URL URL
unverified,afghan woman kills 25 taliban rebels to avenge her son’s murder URL URL
true,that powerful letter from lego to parents from the 1970s? it's real URL URL
true,"another letter to parents, included in 1970s lego sets URL URL"
true,"that powerful, 40-year-old letter from lego to parents? it's real URL URL"
false,"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally"
false,"y'all, i just read that abc paid darren wilson $500k for the interview. destroying black life remains a lucrative american career. #ferguson"
false,"darren wilson was paid $500,000 for his abc interview. and so the hands of racism and capitalism continue to wash one another."
unverified,my kinda muslim women. afghan mother daughter and daughter-in-law team kills 25 taliban to avenge her son’s murder. URL
true,"this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye. URL"
unverified,mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL
unverified,mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL
false,"and @abc, please tweet saying that you did not pay or compensate darren wilson for the interview in any way. we're waiting. #ferguson"
unverified,don't underestimate women. an afghan woman called reza gul killed 25 taliban in a 7 hour gun battle. URL
unverified,afghan woman 'kills 25 taliban' militants after son shot dead URL URL
false,canadian mayor tells muslim to pound pork. refuses to remove pork from school canteen. URL URL
unverified,afghan woman kills 25 #taliban militants after son shot dead URL #bravo URL v @sydrza
true,a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL
true,"this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye. #humanrights #nyc #rt URL"
true,"who got violent? pregnant woman shot by #ferguson cop while sitting in car tuesday, loses eye: URL URL"
true,pregnant #ferguson woman blind after being shot in face by police bean bag URL (video) URL
true,a pregnant woman has lost her eye after being shot with bean bag by police in ferguson: URL URL
false,"mike brown murder trial witness, #deandrejoshua fatally shot & set on fire after verdict #deandrejoshua URL"
false,"hey @abc, why won't you tweet a statement saying that you did not pay or compensate darren wilson for the interview? why silent? #ferguson"
false,if darren wilson was paid by @abc it would be a painful reminder that destroying black life remains profitable in america. #ferguson
false,karma🙀#ferguson protestor accidentally burns🔥down own house🏡 URL @sheepawoken @youngblkrepub #tcot URL
false,darren wilson told the post-dispatch that he was not paid for the abc news interview. #ferguson via @christinedbyers URL
false,lots of tweets that darren wilson paid by abc for interview. abc told @brianstelter not true & i've seen no credible reporting to contrary
false,i aint know obama daughter was pregnant 😩
unverified,afghan woman picked up her dead son's gun and helped kill 25 taliban militants to save village URL URL
false,"abc reportedly gave darren wilson 6-figures for an interview. if true, they essentially paid the bounty for killing a black child. #ferguson"
false,ugh. abc reportedly paid #darrenwilson a 'mid to high' six figure fee for his interview: URL ht @senorchompers #ferguson
false,breaking: gill rosenberg (31) from tel aviv former idf soldier was captured by isis after going to iraq to join kurds & fight isis - ch 2
false,"obama daughter is not pregnant. now when obama get the internet shut down on some olivia type time, we all gonna be sick"
false,@jjauthor @fingersflying @peddoc63 @chucknellis @waynebogda what happens to witnesses! URL URL
false,deandre joshua--shot in the head & torched--was childhood friends w the sole up-close witness to mike brown's murder. URL
unverified,"'powerful' wife & son of #isis leader abu bakr al-baghdadi have been arrested, sources to @cnn URL URL"
false,they found him shot dead and burned in his car after the #ferguson chaos. what happened to deandre joshua: URL
false,who killed deandre joshua - and why? still more questions than answers regarding 20-year-old murdered in ferguson URL
false,obama's daughter is pregnant lol michelle should've spent more time with her instead of taking away our french fries
false,facebook spies on you for the government: URL
false,ferguson protestor accidentally burns down his own home & blames busy fd for failing to respond to 911 call for help. URL
false,#selena's killer & former fan club president will not be released early from prison! URL URL
false,"icymi, #selena's killer & former fan club president will not be released early from prison! URL URL"
false,"very helpful to know that not only was douche harvard prof ben edelman a racist, but his students were, too==> URL"
false,it’s a dog’s afterlife: pope francis says there’s a place for pets in paradise URL
unverified,obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet URL
false,"""one day, we will see our animals again in the eternity of christ,"" pope francis said to a boy whose dog died URL"
false,"new dog-ma? pope says heaven is for hounds, too URL URL"
false,today's cover: meet the teen who's made $72 million trading stocks on his lunch breaks URL URL
unverified,"sydney opera house evacuated, concourse deserted URL #sydneysiege (via @cberkman) URL"
unverified,"us evacuated consulate in sydney after #sydneysiege. emergency warning to u.s. citizens urging them to ""maintain high level of vigilance""."
unverified,"#sydneysiege: hostage-takers ‘have suicide belts, demand radio convo with #abbott’ – report URL URL"
unverified,"gunman's headband reads, ""we are your soldiers o muhammad"". #martinplace #sydneysiege URL"
false,#rtlny: because a stuyvesant senior made $72 million trading stocks on his lunch break URL URL
unverified,"several more hostages flee from cafe under siege in sydney, local media say URL"
unverified,"update: hostages fleeing #sydney cafe held by iranian gunman as explosions, gunshots are heard: URL"
unverified,#sydneysiege: latest video of hostages escaping. URL
unverified,meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor URL
false,high school student reportedly makes 72 million on stock market. URL @wallstreet @stuyvesanthigh URL
false,"the story of a 17-year-old stock whiz with a rumored net worth of $72 million made a splash, but quickly unraveled. URL"
unverified,urgent: isis now using bombs containing live scorpions to spread fear in iraq - URL URL
true,a texas plumbing company's truck somehow ended up in syria's civil war URL URL
unverified,interested in growing your follower base on twitter? set up a followers campaign today. URL URL
false,oprah: “bill cosby drugged & tried to rape me” 😳😫😱 URL
false,subaru gets snowbound police back on patrol. #dontletwinterwin URL
false,peek behind the curtain of our save the americans video. URL
unverified,well this makes us feel old... the sunshine baby from the #teletubbies is 19 and at uni! URL URL
unverified,can we talk about the fact that the teletubby sun baby is 19 years old now?! URL URL
unverified,"viral video: prankster @joshpalerlin gave homeless man $100, was shocked by results URL URL"
unverified,we need to talk about the fact that the teletubby sun baby is 19 years old now: URL
false,"will you be able to float on jan. 4, 2015, aka zero g day? hint: no. URL URL"
false,pope francis is the real mvp URL
false,bobby shmurda stabbed to death in jail by cell mate URL URL
false,president of argentina adopts jewish godson to 'stop him turning into a werewolf' URL URL
false,argentina's president adopted a jewish boy to save him from life as a werewolf URL URL
unverified,"a transgender 17-year old left a suicide note on tumblr pleading ""fix society"" URL URL"
unverified,"a transgender 17-year old left a suicide note on tumblr pleading: ""fix society"" URL URL"
unverified,transgender teen leaves heartbreaking suicide note on tumblr before getting hit by a truck: URL URL
unverified,dammit - a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL via @jobarrow @buzzfeednews
unverified,a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL
unverified,"transgender teen pleads for us to ""fix society"" in tumblr suicide note: URL URL"
false,the president of argentina adopted a jewish teenager to stop him from becoming a werewolf URL URL
unverified,transgender teen leaves heartbreaking suicide note on tumblr before getting hit by a truck: URL URL
unverified,"transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society"" URL #leelahalcorn"
unverified,😔😔😔 “@buzzfeed: a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL ”
unverified,"transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something"" URL"
unverified,"transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something"" URL"
true,family says 'beverly hillbillies' actress donna douglas is dead at age 81 - @nbc12 URL
true,"donna douglas, elly may clampett on ‘beverly hillbillies,’ dies at 81 URL"
true,rip elly may clampett: so sad to learn #beverlyhillbillies star donna douglas has passed away. URL
true,"donna douglas, who played elly may on ""beverly hillbillies,"" has died at 81: URL (bill haber, ap) URL"
true,"max baer describes donna douglas as ""elly may until the day she died"": URL (cbs) URL"
true,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL"
false,news saudi arabia's national airline planning to introduce gender segregation on flights URL URL
true,"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL"
true,"donna douglas, known for role as elly may clampett on 'the beverly hillbillies', dies: URL URL"
true,"donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. URL URL"
true,19-year-old girl wakes up during brain surgery to ask doctors: ‘how’s it going?’ URL
true,"donna douglas, who played buxom tomboy elly may clampett on the 1960s sitcom 'the beverly hillbillies,' has died: URL"
true,"19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’ URL via @foxnewshealth"
false,president's daughter malia obama spotted wearing a pro era t-shirt URL URL
false,president obama’s daughter wears a pro era t-shirt: URL URL
false,rt @xxl: president obama’s daughter wears a pro era t-shirt: URL URL
true,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL
true,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL
true,dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL
true,dog found abandoned at scottish train station with suitcase of belongings (photo: spca) URL URL
true,dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL
false,malia obama wears t shirt of an anti white anti cop rap group. #nypd URL the family that agitates together stays together
true,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL
unverified,"#charliehebdo shooting: gunmen shouted 'we have avenged the prophet"" during attack - reports URL URL"
unverified,"looks like every charlie hebdo cartoonist has been killed: 1. charb - was on al-qaeda's hit list; 2. cabu, 3. wolinski, 4. tignous"
unverified,4 #charliehebdo cartoonists killed: - charb - cabu - tignous - georges wolinski #jesuischarlie URL
unverified,witnesses say the charlie hebdo gunmen identified themselves as members of al-qaida: URL URL
false,banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL URL
false,great @banksy homage to charlie hebdo victims: rt @kowalshki: nice work from banksy #jesuischarlie URL
false,banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL
false,banksy's response to the #charliehebdo shooting URL URL
false,"banksy's take on charlie hebdo is simple, elegant & uncompromising #jesuischarlie URL"
false,banksy account joins cartoonists support for #charliehebdo #jesuischarlie URL URL
false,the image that everyone is sharing isn't by banksy — but it's awesome. #charliehebdo URL URL
false,this powerful cartoon about the charlie hebdo attack is not by banksy URL URL
false,banksy's illustrated response to the charlie hebdo attack isn't by banksy. but it is striking URL URL
false,‘banksy’ instagram tribute to #charliehebdo victims not posted by artist URL (pic: lucille clerc) URL
unverified,the #charliehebdo attack suspects have reportedly fired shots while robbing a petrol station URL URL
false,banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL
unverified,"i am still confused as to why these ""highly trained"" individuals left their id in the getaway car. #charliehebdo"
false,"it ain't banksy! meet @lucilleclerc, artist behind the iconic #charliehebdo pencil tribute URL URL"
false,"powerful image, yes. but it was drawn by @lucilleclerc, not by banksy. details: URL #charliehebdo URL"
unverified,"paris says highest alert level extended north to region where attack suspects spotted - @afp, @melissabellf24 URL"
unverified,a nc town has been forced to remove a statue of a praying soldier and a christian flag at a veterans memorial URL
false,"three more passport stamps, three more data centers. give a big welcome to tokyo, mexico city and frankfurt. ≡ URL"
false,malia obama wears t shirt of an anti white anti cop rap group. #nypd URL #barbaraboxer #respectformuslims #blackprivilege
unverified,rural region of northern france searched in hunt for #charliehebdo gunmen - latest updates URL URL
unverified,reports of shooting at dammartin en goele on route n2 north east of paris - french media says car chase under way
unverified,car chase under way in paris as gunfight breaks out. reports of hostages. latest from paris: URL URL
unverified,"breaking: shots fired, hostages taken in manhunt for #charliehebdo attackers, police say URL URL"
unverified,"#charliehebdo suspects ""prepared to die as martyrs"", they tell police after making contact - french media URL"
unverified,#charliehebdo shooting suspects tell police they 'prepared to die as martyrs' - french media URL URL
unverified,"suspects in #charliehebdo attack spoke to police by phone and said they wanted to die as martyrs, says french mp. URL"
unverified,more: official: french terror suspects want to be martyrs; are holed up with hostage north of paris: URL
unverified,"more: france: shooting, hostage-taking at kosher market in paris; several reported wounded: URL"
unverified,breaking: at least 2 killed in #paris hostage situation via @afp URL
unverified,"afp reports there are 2 dead, and 5 hostages being held in the kosher store in eastern paris; separate incident to charlie hebdo shooters."
unverified,update: gunman in kosher grocery store is demanding the release of the suspects in #charliehebdo shooting - reports URL
unverified,"breaking: one person seriously wounded, six taken hostage in incident at kosher supermarket in paris: police source"
unverified,more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach: URL
unverified,breaking: gunman at paris store threatens to kill hostages if #charliehebdo suspects are harmed. URL
unverified,"hostage-taker at paris store demands release of #kouachibrothers, police union spokesman says. URL URL"
false,"police chief helric fredou, one of the police officers investigating the case #charliehebdo, commits suicide. URL"
false,a traditional beer that authorities believe was poisoned with crocodile bile has killed 56 people in mozambique: URL
